,Title,Year,tomatoMeter,tomatoRating,tomatoReviews,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,imdbRating,imdbVotes,imdbID,Awards,Genre,Language,Country,Director,Rated,Runtime,Actors,Writer,Award_count,Noms_count,Noms+Awards,PrimaryLanguage,PrimaryCountry,PrimaryLangFixed,Crime,Drama,Thriller,Action,Adventure,Film_Noir,Mystery,Comedy,Family,Horror,Sci_Fi,Romance,Music,Fantasy,Western,War,Sport,History,Biography
56,Boudu,2005,,,,53.0,2.9,275.0,5.4,1046.0,tt0423877,1 nomination.,Comedy,French,France,Gérard Jugnot,N/A,104.0,"Gérard Depardieu, Gérard Jugnot, Catherine Frot, Constance Dollé","René Fauchois (play), Philippe Lopes-Curval",0,1,1,French,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,The Boy Cried Murder,1966,,,,,,,6.0,49.0,tt0060185,N/A,"Crime, Drama",English,"UK, West Germany, Yugoslavia",George P. Breakston,N/A,86.0,"Fraser MacIntosh, Veronica Hurst, Phil Brown, Tim Barrett","Robin Estridge, Cornell Woolrich (story)",0,0,0,English,UK,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Breathless,1983,67.0,5.6,12.0,49.0,2.9,6966.0,5.8,6695.0,tt0085276,N/A,"Action, Drama, Romance","English, Italian",USA,Jim McBride,R,100.0,"Richard Gere, Valérie Kaprisky, Art Metrano, John P. Ryan","François Truffaut (story ""A Bout De Souffle""), Jean-Luc Godard (screenplay), L.M. Kit Carson (screenplay), Jim McBride (screenplay)",0,0,0,English,USA,English,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,Bride Wars,2015,,,,,,,4.8,60.0,tt3833460,N/A,Comedy,"Chinese, Mandarin, Shanghainese, English","China, USA",Tony Chan,N/A,90.0,"Angelababy, Xiao Chen, Ni Ni",N/A,0,0,0,Chinese,China,Chinese,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,Brian's Song,2001,,,,78.0,3.9,735.0,6.8,1267.0,tt0289873,N/A,"Drama, Sport",English,USA,John Gray,N/A,88.0,"Sean Maher, Mekhi Phifer, Paula Cale, Elise Neal","Gale Sayers (book), Al Silverman (book), William Blinn (story), John Gray (teleplay), Allen Clare (teleplay)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,Brothers,2009,63.0,6.2,151.0,62.0,3.4,194200.0,7.1,89958.0,tt0765010,Nominated for 2 Golden Globes. Another 3 wins & 13 nominations.,"Drama, Thriller, War",English,USA,Jim Sheridan,R,105.0,"Tobey Maguire, Jake Gyllenhaal, Natalie Portman, Sam Shepard","David Benioff (screenplay), Susanne Bier (motion picture ""Brødre""), Anders Thomas Jensen (motion picture ""Brødre"")",3,15,18,English,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,A Bucket of Blood,1995,,,,20.0,2.8,184.0,4.9,300.0,tt0112594,N/A,"Comedy, Horror, Thriller",English,USA,Michael McDonald,R,83.0,"Anthony Michael Hall, Justine Bateman, Shadoe Stevens, Sam Lloyd","Brendan Broderick, Charles B. Griffith, Michael McDonald",0,0,0,English,USA,English,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
63,Buddy Buddy,1981,62.0,5.1,13.0,42.0,3.2,576.0,6.6,3383.0,tt0082111,2 nominations.,Comedy,English,USA,Billy Wilder,R,96.0,"Jack Lemmon, Walter Matthau, Paula Prentiss, Klaus Kinski","Francis Veber (play), Francis Veber (story), Billy Wilder, I.A.L. Diamond",0,2,2,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,Bundle of Joy,1956,,,,71.0,3.7,331.0,6.1,627.0,tt0049034,N/A,"Comedy, Musical",English,USA,Norman Taurog,APPROVED,98.0,"Eddie Fisher, Debbie Reynolds, Adolphe Menjou, Tommy Noonan","Norman Krasna (screen play), Robert Carson (screen play), Arthur Sheekman (screen play), Felix Jackson (story)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
65,The Burmese Harp,1985,,,,,,,6.5,122.0,tt0088810,2 wins & 7 nominations.,"Drama, War",Japanese,Japan,Kon Ichikawa,N/A,133.0,"Kôji Ishizaka, Kiichi Nakai, Takuzô Kawatani, Atsushi Watanabe","Michio Takeyama (novel), Natto Wada",2,7,9,Japanese,Japan,Japanese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,The Cabinet of Dr. Caligari,2005,43.0,5.0,7.0,64.0,3.5,1560.0,5.8,540.0,tt0441741,4 wins.,"Drama, Horror, Mystery",English,USA,David Lee Fisher,N/A,76.0,"Judson Pearce Morgan, Daamen J. Krall, Doug Jones, Lauren Birkell","David Lee Fisher, Hans Janowitz (story), Carl Mayer (story)",4,0,4,English,USA,English,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
67,Cape Fear,1991,76.0,7.1,46.0,77.0,3.5,68002.0,7.3,130807.0,tt0101540,Nominated for 2 Oscars. Another 4 wins & 15 nominations.,"Crime, Thriller",English,USA,Martin Scorsese,R,128.0,"Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis","John D. MacDonald (novel), James R. Webb (earlier screenplay), Wesley Strick (screenplay)",4,17,21,English,USA,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,The Captain,1971,,,,,,,5.1,103.0,tt0067292,1 win.,Comedy,German,West Germany,Kurt Hoffmann,N/A,93.0,"Heinz Rühmann, Johanna Matz, Horst Tappert, Ernst Stankovski","Richard Gordon (novel), Franz Seitz",1,0,1,German,West Germany,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,Carnival of Souls,1998,20.0,4.1,5.0,16.0,2.2,2963.0,3.3,1798.0,tt0120627,N/A,"Drama, Horror, Mystery",English,USA,Adam Grossman,R,90.0,"Bobbie Phillips, Shawnee Smith, Larry Miller, Paul Johansson","John Clifford (story ""Carnival of Souls""), Adam Grossman (screenplay)",0,0,0,English,USA,English,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70,Carrie,2013,48.0,5.4,163.0,44.0,3.2,81721.0,5.9,110577.0,tt1939659,5 wins & 7 nominations.,"Drama, Horror",English,USA,Kimberly Peirce,R,100.0,"Julianne Moore, Chloë Grace Moretz, Gabriella Wilde, Portia Doubleday","Lawrence D. Cohen (screenplay), Roberto Aguirre-Sacasa (screenplay), Stephen King (novel)",5,7,12,English,USA,English,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71,The Cat and the Canary,1939,,,,66.0,3.8,354.0,7.3,1571.0,tt0031143,N/A,"Comedy, Horror, Mystery",English,USA,Elliott Nugent,N/A,72.0,"Bob Hope, Paulette Goddard, John Beal, Douglass Montgomery","Walter DeLeon (screenplay), Lynn Starling (screenplay), John Willard (based on the stage play by)",0,0,0,English,USA,English,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
72,Cat People,1982,65.0,6.2,43.0,45.0,3.0,10224.0,6.1,14474.0,tt0083722,Nominated for 2 Golden Globes. Another 1 nomination.,"Fantasy, Horror, Thriller",English,USA,Paul Schrader,R,118.0,"Nastassja Kinski, Malcolm McDowell, John Heard, Annette O'Toole","DeWitt Bodeen (story), Alan Ormsby (screenplay)",0,3,3,English,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
73,Catch That Kid,2004,12.0,3.8,86.0,47.0,3.0,22794.0,5.2,8166.0,tt0337917,1 nomination.,"Comedy, Crime",English,"USA, Germany",Bart Freundlich,PG,91.0,"Kristen Stewart, Corbin Bleu, Max Thieriot, Jennifer Beals","Nikolaj Arcel (film ""Klatretøsen""), Fabian Wullenweber (film ""Klatretøsen""), Erlend Loe (film ""Klatretøsen""), Michael Brandt (screenplay), Derek Haas (screenplay)",0,1,1,English,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,The Champ,1979,40.0,5.0,20.0,83.0,3.8,7661.0,6.8,6302.0,tt0078950,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,"Drama, Sport",English,USA,Franco Zeffirelli,PG,121.0,"Jon Voight, Faye Dunaway, Ricky Schroder, Jack Warden","Frances Marion (story), Walter Newman",2,7,9,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,Chickens Come Home-,1931,,,,86.0,4.0,13.0,7.5,988.0,tt0021738,N/A,"Short, Comedy",English,USA,James W. Horne,PASSED,30.0,"Stan Laurel, Oliver Hardy",H.M. Walker (dialogue),0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,The Children's Hour,1961,86.0,7.0,7.0,84.0,3.9,7142.0,7.8,10624.0,tt0054743,Nominated for 5 Oscars. Another 1 win & 6 nominations.,"Drama, Romance",English,USA,William Wyler,NOT RATED,108.0,"Audrey Hepburn, Shirley MacLaine, James Garner, Miriam Hopkins","Lillian Hellman (play), John Michael Hayes (screenplay), Lillian Hellman (adaptation)",1,11,12,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,Chloe,2009,51.0,5.8,151.0,39.0,3.0,30370.0,6.3,57544.0,tt1352824,2 wins & 5 nominations.,"Drama, Mystery, Romance",English,"USA, Canada, France",Atom Egoyan,R,96.0,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot","Erin Cressida Wilson (screenplay), Anne Fontaine (motion picture ""Nathalie"")",2,5,7,English,USA,English,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
78,City of Angels,1998,,,,,,47.0,6.7,96138.0,tt0120632,Nominated for 1 Golden Globe. Another 10 wins & 11 nominations.,"Drama, Fantasy, Romance",English,"Germany, USA",Brad Silberling,PG-13,114.0,"Nicolas Cage, Meg Ryan, Andre Braugher, Dennis Franz","Wim Wenders (screenplay), Peter Handke (screenplay), Richard Reitinger (screenplay), Dana Stevens (screenplay)",10,12,22,English,Germany,English,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
79,Clash of the Titans,2010,28.0,4.3,239.0,39.0,3.1,283798.0,5.8,233082.0,tt0800320,4 wins & 12 nominations.,"Action, Adventure, Fantasy",English,USA,Louis Leterrier,PG-13,106.0,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng","Travis Beacham (screenplay), Phil Hay (screenplay), Matt Manfredi (screenplay), Beverley Cross",4,12,16,English,USA,English,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,Classmates,2007,,,,,,62.0,5.2,38.0,tt1018698,N/A,"Drama, Mystery, Romance",Telugu,India,"Vijay K. Bhaskar, Vijay K. Bhaskar",N/A,156.0,"Sumanth, Kamalinee Mukherjee, Ravi Verma, Sada","James Albert (story), Vijay K. Bhaskar (screenplay), Abburi Ravi (dialogue)",0,0,0,Telugu,India,Telugu,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
81,Cloak & Dagger,1984,60.0,5.8,10.0,56.0,3.2,9184.0,6.5,5381.0,tt0087065,3 nominations.,"Action, Adventure, Crime","English, Russian",USA,Richard Franklin,PG,101.0,"Henry Thomas, Dabney Coleman, Michael Murphy, Christina Nigra","Tom Holland (screen story), Tom Holland (screenplay), Cornell Woolrich (from a story by)",0,3,3,English,USA,English,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Colorado Territory,1949,,,,65.0,3.9,122.0,7.2,1733.0,tt0041253,N/A,Western,English,USA,Raoul Walsh,APPROVED,94.0,"Joel McCrea, Virginia Mayo, Dorothy Malone, Henry Hull","John Twist, Edmund H. North",0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,The Computer Wore Tennis Shoes,1995,,,,41.0,2.9,951.0,5.1,646.0,tt0112709,N/A,"Comedy, Family, Sci-Fi",English,USA,Peyton Reed,N/A,87.0,"Kirk Cameron, Larry Miller, Jason Bernard, Andrew Woodworth","Joseph L. McEveety (earlier screenplay), Joseph L. McEveety, Ryan Rowe",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
84,Confession,1937,,,,,,,8.1,842.0,tt0028737,N/A,"Crime, Drama, Romance",English,USA,Joe May,APPROVED,87.0,"Kay Francis, Ian Hunter, Basil Rathbone, Jane Bryan","Hans Rameau (original screenplay), Julius J. Epstein (english adaptation), Margaret P. Levino (english adaptation)",0,0,0,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,The Counter Jumper,1922,,,,,,,5.9,13.0,tt0246529,N/A,"Comedy, Short",English,USA,Larry Semon,N/A,20.0,"Larry Semon, Lucille Carlisle, Oliver Hardy, Spencer Bell",Larry Semon (story),0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,The Countess of Monte Cristo,1948,,,,,,,5.5,55.0,tt0040251,N/A,"Comedy, Romance",English,USA,Frederick De Cordova,N/A,77.0,"Sonja Henie, Olga San Juan, Dorothy Hart, Michael Kirby","William Bowers, Walter Reisch (story)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
87,Cousins,1989,50.0,5.8,8.0,68.0,3.1,3611.0,6.2,3544.0,tt0097116,N/A,"Comedy, Romance",English,USA,Joel Schumacher,PG-13,109.0,"Ted Danson, Isabella Rossellini, Sean Young, William Petersen","Jean-Charles Tacchella (based on the film ""Cousin,  Cousine""written by), Stephen Metcalfe (screenplay)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
88,Crackers,1984,0.0,2.0,5.0,33.0,2.7,274.0,5.1,955.0,tt0087096,1 nomination.,"Adventure, Comedy, Crime",English,USA,Louis Malle,PG,91.0,"Donald Sutherland, Jack Warden, Sean Penn, Wallace Shawn",Jeffrey Alan Fiskin (screenplay),0,1,1,English,USA,English,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,The Crazies,2010,71.0,6.4,148.0,56.0,3.3,198940.0,6.5,95037.0,tt0455407,11 nominations.,"Horror, Thriller",English,"USA, United Arab Emirates",Breck Eisner,R,101.0,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker","Scott Kosar (screenplay), Ray Wright (screenplay), George A. Romero",0,11,11,English,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,Crime School,1938,,,,,,52.0,6.9,854.0,tt0030026,N/A,"Crime, Drama",English,USA,"Lewis Seiler, William Clemens",NOT RATED,85.0,"The 'Dead End' Kids, Humphrey Bogart, Gale Page, Billy Halop","Crane Wilbur (screen play), Vincent Sherman (screen play), Crane Wilbur (from a story by)",0,0,0,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Criminal,2004,69.0,6.4,121.0,57.0,3.3,6663.0,6.4,9118.0,tt0362526,N/A,"Comedy, Crime, Drama","English, Spanish",USA,Gregory Jacobs,R,87.0,"John C. Reilly, Diego Luna, Maggie Gyllenhaal, Peter Mullan","Fabián Bielinsky (film Nueve reinas), Gregory Jacobs (screenplay), Steven Soderbergh (screenplay)",0,0,0,English,USA,English,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,D.O.A.,1988,61.0,5.3,18.0,30.0,2.9,7103.0,6.1,8097.0,tt0094933,N/A,"Mystery, Thriller",English,USA,"Annabel Jankel, Rocky Morton",R,96.0,"Dennis Quaid, Meg Ryan, Charlotte Rampling, Daniel Stern","Charles Edward Pogue (screenplay), Charles Edward Pogue (story), Russell Rouse (story), Clarence Greene (story)",0,0,0,English,USA,English,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,Dark Mirror,1984,,,,40.0,3.7,36.0,5.9,92.0,tt0087119,N/A,"Drama, Thriller",English,USA,Richard Lang,UNRATED,120.0,"Jane Seymour, Stephen Collins, Vincent Gardenia, Hank Brandt","Corey Blechman, Nunnally Johnson",0,0,0,English,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Dark Victory,1976,,,,33.0,3.4,18.0,6.8,155.0,tt0074374,N/A,"Drama, Romance",English,USA,Robert Butler,N/A,150.0,"Elizabeth Montgomery, Anthony Hopkins, Michele Lee, Janet MacLachlan","Bertram Bloch (play), George Emerson Brewer Jr. (play), M. Charles Cohen (teleplay)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,Dark Water,2005,46.0,5.5,152.0,28.0,2.7,154738.0,5.6,45724.0,tt0382628,5 nominations.,"Drama, Horror, Thriller",English,USA,Walter Salles,PG-13,105.0,"Jennifer Connelly, John C. Reilly, Tim Roth, Dougray Scott","Kôji Suzuki (novel), Hideo Nakata (film Honogurai mizu no soko kara), Takashige Ichise (film Honogurai mizu no soko kara), Rafael Yglesias (screenplay)",0,5,5,English,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,Dawn of the Dead,2004,75.0,6.7,182.0,77.0,3.4,403285.0,7.4,198100.0,tt0363547,1 win & 16 nominations.,"Action, Horror, Thriller",English,"USA, Canada, Japan, France",Zack Snyder,R,101.0,"Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer","George A. Romero, James Gunn (screenplay)",1,16,17,English,USA,English,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,The Dawn Patrol,1938,,,,84.0,3.7,1136.0,7.6,1996.0,tt0030044,N/A,"War, Drama","English, German",USA,Edmund Goulding,NOT RATED,103.0,"Errol Flynn, Basil Rathbone, David Niven, Donald Crisp","Seton I. Miller (screen play), Dan Totheroh (screen play), John Monk Saunders (from an original story by)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,Day of the Dead,2008,14.0,2.7,7.0,22.0,2.5,11061.0,4.5,18174.0,tt0489018,1 nomination.,"Action, Horror, Thriller",English,USA,Steve Miner,R,86.0,"Mena Suvari, Nick Cannon, Michael Welch, AnnaLynne McCord","Jeffrey Reddick (screenplay), George A. Romero (motion picture ""Day of the Dead"")",0,1,1,English,USA,English,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,The Day the Earth Stood Still,2008,21.0,4.1,191.0,27.0,2.8,303321.0,5.5,141833.0,tt0970416,3 wins & 5 nominations.,"Drama, Sci-Fi, Thriller","English, Mandarin","USA, Canada",Scott Derrickson,PG-13,104.0,"Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith","David Scarpa (screenplay), Edmund H. North",3,5,8,English,USA,English,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,Dead of Winter,1987,82.0,6.6,11.0,43.0,3.2,1094.0,6.3,2474.0,tt0092842,N/A,"Drama, Horror, Thriller",English,USA,Arthur Penn,R,100.0,"Mary Steenburgen, Roddy McDowall, Jan Rubes, William Russ","Marc Shmuger, Mark Malone",0,0,0,English,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,Death at a Funeral,2010,41.0,4.9,133.0,45.0,3.1,102942.0,5.6,36786.0,tt1321509,6 nominations.,Comedy,English,USA,Neil LaBute,R,92.0,"Keith David, Loretta Devine, Peter Dinklage, Ron Glass",Dean Craig,0,6,6,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,Death Race,2008,43.0,4.8,150.0,61.0,3.5,207354.0,6.4,169450.0,tt0452608,1 win & 5 nominations.,"Action, Sci-Fi, Thriller",English,"USA, Germany, UK",Paul W.S. Anderson,R,105.0,"Jason Statham, Joan Allen, Ian McShane, Tyrese Gibson","Paul W.S. Anderson (screenplay), Paul W.S. Anderson (screen story), Robert Thom, Charles B. Griffith, Ib Melchior",1,5,6,English,USA,English,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,Obama's Kickstarter Campaign to Solve the Debt,2011,,,,,,,,,tt2023631,N/A,"Short, Comedy",English,USA,"Jack Allison, Matty Smith",N/A,3.0,James Davis,"Jack Allison, Matty Smith",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,The Defiant Ones,1986,,,,,,,6.1,229.0,tt0089010,N/A,Drama,English,USA,David Lowell Rich,N/A,100.0,"Robert Urich, Carl Weathers, Ed Lauter, Barry Corbin","James Lee Barrett, Harold Jacob Smith (story), Nedrick Young (story)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,The Departed,2006,91.0,8.2,264.0,94.0,4.1,734672.0,8.5,902849.0,tt0407887,Won 4 Oscars. Another 90 wins & 125 nominations.,"Crime, Drama, Thriller","English, Cantonese","USA, Hong Kong",Martin Scorsese,R,151.0,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg","William Monahan (screenplay), Alan Mak, Felix Chong",94,125,219,English,USA,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Desire,1936,,,,71.0,3.8,396.0,7.2,1337.0,tt0027515,N/A,"Comedy, Romance, Crime","English, Spanish",USA,Frank Borzage,APPROVED,95.0,"Marlene Dietrich, Gary Cooper, John Halliday, William Frawley","Hans Székely (play), Robert A. Stemmle (play), Edwin Justus Mayer (screenplay), Waldemar Young (screenplay), Samuel Hoffenstein (screenplay)",0,0,0,English,USA,English,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
107,Desperate Hours,1990,36.0,4.6,11.0,23.0,2.7,3260.0,5.4,5428.0,tt0099409,1 nomination.,"Action, Crime, Drama",English,USA,Michael Cimino,R,105.0,"Mickey Rourke, Anthony Hopkins, Mimi Rogers, Lindsay Crouse","Joseph Hayes (novel), Joseph Hayes (play), Lawrence Konner (screenplay), Mark Rosenthal (screenplay), Joseph Hayes (screenplay)",0,1,1,English,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,The Second Wind,2007,,,,35.0,3.0,529.0,5.8,928.0,tt0795370,5 nominations.,"Crime, Drama, Mystery",French,France,Alain Corneau,N/A,155.0,"Daniel Auteuil, Monica Bellucci, Michel Blanc, Jacques Dutronc","Alain Corneau (adaptation), José Giovanni (dialogue), Alain Corneau (dialogue), José Giovanni (novel)",0,5,5,French,France,French,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Diabolique,1996,12.0,3.8,26.0,35.0,2.7,6912.0,5.3,11251.0,tt0116095,2 wins & 1 nomination.,"Drama, Horror, Thriller","English, Spanish",USA,Jeremiah S. Chechik,R,107.0,"Sharon Stone, Isabelle Adjani, Chazz Palminteri, Kathy Bates","Pierre Boileau (novel), Thomas Narcejac (novel), Henri-Georges Clouzot (screenplay), Don Roos (screenplay)",2,1,3,English,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,Diamond Horseshoe,1945,,,,,,,6.9,190.0,tt0037640,N/A,Musical,English,USA,George Seaton,N/A,104.0,"Betty Grable, Dick Haymes, Phil Silvers, William Gaxton","George Seaton (written for the screen by), Kenyon Nicholson (play)",0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,Dinner for Schmucks,2010,42.0,5.3,185.0,42.0,3.0,119279.0,5.9,81281.0,tt0427152,1 nomination.,Comedy,English,USA,Jay Roach,PG-13,114.0,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement","David Guion (screenplay), Michael Handelman (screenplay), Francis Veber (film ""Le Diner de Cons"")",0,1,1,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,Dirty Rotten Scoundrels,1988,88.0,6.9,32.0,84.0,3.4,48350.0,7.3,51872.0,tt0095031,Nominated for 1 Golden Globe. Another 1 win.,"Comedy, Crime","English, French",USA,Frank Oz,PG,110.0,"Steve Martin, Michael Caine, Glenne Headly, Anton Rodgers","Dale Launer, Stanley Shapiro, Paul Henning",1,1,2,English,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,Disturbia,2007,69.0,6.2,172.0,77.0,3.7,1452186.0,6.9,190221.0,tt0486822,4 wins & 6 nominations.,"Drama, Mystery, Thriller","English, Spanish",USA,D.J. Caruso,PG-13,105.0,"Shia LaBeouf, Sarah Roemer, Carrie-Anne Moss, David Morse","Christopher Landon (screenplay), Carl Ellsworth (screenplay), Christopher Landon (story)",4,6,10,English,USA,English,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,Dr. Jekyll and Mr. Hyde,1941,65.0,6.7,20.0,61.0,3.4,4712.0,6.9,6663.0,tt0033553,N/A,"Horror, Sci-Fi",English,USA,Victor Fleming,PASSED,113.0,"Spencer Tracy, Ingrid Bergman, Lana Turner, Donald Crisp","John Lee Mahin (screen play), Robert Louis Stevenson (based on the novella by)",0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
115,Dr. M,1990,,,,17.0,2.7,167.0,4.9,315.0,tt0099445,N/A,"Crime, Drama, Mystery",English,"Germany, Italy, France",Claude Chabrol,R,116.0,"Alan Bates, Jennifer Beals, Jan Niklas, Hanns Zischler","Sollace Mitchell (screenplay), Thomas Bauermeister (based on an original story by), Claude Chabrol (adapted by), Norbert Jacques (novel)",0,0,0,English,Germany,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,Billa,2009,,,,68.0,3.9,390.0,6.1,820.0,tt1525323,N/A,"Action, Romance, Thriller","Telugu, English",India,Meher Ramesh,N/A,149.0,"Prabhas, Anushka Shetty, Hansika Motwani, Namitha","Javed Akhtar (original story), Salim Khan (original story), Meher Ramesh (screenplay), Prasad Thota (script associate)",0,0,0,Telugu,India,Telugu,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,A Dog of Flanders,1999,21.0,4.7,24.0,64.0,3.6,817.0,6.3,789.0,tt0160216,1 win & 1 nomination.,"Family, Drama",English,USA,Kevin Brodie,PG,100.0,"Jack Warden, Jeremy James Kissner, Jesse James, Jon Voight","Ouida (story), Kevin Brodie (screenplay), Robert Singer (screenplay)",1,1,2,English,USA,English,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,Don't Be Afraid of the Dark,2010,58.0,5.8,163.0,34.0,2.8,40452.0,5.6,41438.0,tt1270761,3 nominations.,"Fantasy, Horror, Thriller",English,"USA, Australia, Mexico",Troy Nixey,R,99.0,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson","Guillermo del Toro (screenplay), Matthew Robbins (screenplay), Nigel McKeand",0,3,3,English,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
119,The Shaft,2001,20.0,4.3,5.0,17.0,2.5,2332.0,4.4,3044.0,tt0247303,N/A,"Action, Horror, Mystery",English,"USA, Netherlands",Dick Maas,R,111.0,"James Marshall, Naomi Watts, Eric Thal, Michael Ironside",Dick Maas,0,0,0,English,USA,English,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
